batch_1/000006.jpg,6,"[517.0, 127.0, 447.0, 1322.0]",glass,1
batch_1/000008.jpg,18,"[1.0, 457.0, 1429.0, 1519.0]",paper,2
batch_1/000008.jpg,14,"[531.0, 292.0, 1006.0, 672.0]",paper,2
batch_1/000010.jpg,5,"[632.0, 987.0, 500.0, 374.0]",plastic,3
batch_1/000010.jpg,7,"[632.0, 989.0, 44.0, 51.0]",plastic,3
batch_1/000019.jpg,5,"[209.0, 920.0, 454.0, 562.0]",plastic,3
batch_1/000019.jpg,5,"[1212.0, 822.0, 179.0, 446.0]",plastic,3
batch_1/000019.jpg,7,"[634.0, 1442.0, 29.0, 39.0]",plastic,3
batch_1/000019.jpg,12,"[589.0, 548.0, 341.0, 405.0]",plastic,3
batch_1/000026.jpg,12,"[556.0, 944.0, 490.0, 336.0]",plastic,3
batch_1/000047.jpg,10,"[1205.0, 47.0, 623.0, 721.0]",plastic,3
batch_1/000047.jpg,10,"[309.0, 11.0, 581.0, 820.0]",plastic,3
batch_1/000047.jpg,4,"[189.0, 751.0, 1617.0, 589.0]",plastic,3
batch_1/000047.jpg,7,"[189.0, 903.0, 205.0, 226.0]",plastic,3
batch_1/000047.jpg,50,"[569.0, 137.0, 227.0, 108.0]",plastic,3
batch_1/000047.jpg,50,"[1540.0, 171.0, 246.0, 111.0]",plastic,3
batch_1/000055.jpg,11,"[515.0, 439.0, 357.0, 1125.0]",special,4
batch_1/000001.jpg,5,"[826.0, 744.0, 464.0, 205.0]",plastic,3
batch_1/000001.jpg,7,"[1254.0, 777.0, 36.0, 47.0]",plastic,3
batch_1/000005.jpg,5,"[824.0, 557.0, 89.0, 236.0]",plastic,3
batch_1/000007.jpg,10,"[730.0, 126.0, 275.0, 609.0]",plastic,3
batch_1/000007.jpg,23,"[804.0, 0.0, 222.0, 160.0]",glass,1
batch_1/000007.jpg,50,"[781.0, 125.0, 85.0, 57.0]",plastic,3
batch_1/000012.jpg,6,"[379.0, 1127.0, 425.0, 318.0]",glass,1
batch_1/000012.jpg,39,"[904.0, 1083.0, 37.0, 26.0]",plastic,3
batch_1/000014.jpg,57,"[1072.0, 983.0, 124.0, 147.0]",plastic,3
batch_1/000014.jpg,57,"[914.0, 1308.0, 243.0, 187.0]",plastic,3
batch_1/000014.jpg,12,"[672.0, 1069.0, 219.0, 161.0]",plastic,3
batch_1/000014.jpg,36,"[401.0, 1033.0, 273.0, 273.0]",plastic,3
batch_1/000014.jpg,14,"[836.0, 1010.0, 339.0, 207.0]",paper,2
batch_1/000014.jpg,29,"[775.0, 910.0, 159.0, 99.0]",plastic,3
batch_1/000048.jpg,4,"[1527.0, 460.0, 415.0, 1033.0]",plastic,3
batch_1/000048.jpg,5,"[579.0, 521.0, 322.0, 921.0]",plastic,3
batch_1/000048.jpg,6,"[211.0, 1.0, 417.0, 1417.0]",glass,1
batch_1/000048.jpg,16,"[1208.0, 611.0, 369.0, 882.0]",paper,2
batch_1/000048.jpg,16,"[863.0, 608.0, 353.0, 860.0]",paper,2
batch_1/000048.jpg,7,"[1677.0, 460.0, 211.0, 98.0]",plastic,3
batch_1/000048.jpg,7,"[1325.0, 663.0, 155.0, 115.0]",plastic,3
batch_1/000048.jpg,7,"[969.0, 636.0, 146.0, 124.0]",plastic,3
batch_1/000048.jpg,7,"[610.0, 521.0, 185.0, 97.0]",plastic,3
batch_1/000048.jpg,8,"[212.0, 1.0, 169.0, 103.0]",plastic,3
batch_1/000053.jpg,5,"[398.0, 410.0, 1134.0, 998.0]",plastic,3
batch_1/000053.jpg,7,"[1336.0, 410.0, 196.0, 210.0]",plastic,3
batch_1/000053.jpg,36,"[0.0, 1.0, 338.0, 664.0]",plastic,3
batch_1/000053.jpg,45,"[0.0, 369.0, 487.0, 319.0]",plastic,3
batch_1/000056.jpg,4,"[419.0, 8.0, 713.0, 1854.0]",plastic,3
batch_1/000058.jpg,4,"[150.0, 328.0, 568.0, 1304.0]",plastic,3
