batch_11/000053.jpg,36,"[891.0, 1040.0, 828.0, 974.0]",plastic,3
batch_1/000003.jpg,20,"[714.0, 1093.0, 234.0, 237.0]",paper,2
batch_7/000022.JPG,29,"[1613.0, 171.0, 191.0, 197.0]",plastic,3
batch_10/000036.jpg,59,"[1440.0, 3505.0, 27.0, 54.0]",trash,5
batch_2/000010.JPG,45,"[1862.0, 1467.0, 489.0, 501.0]",plastic,3
batch_1/000028.jpg,59,"[454.0, 1437.0, 36.0, 102.0]",trash,5
batch_6/000104.JPG,5,"[501.0, 908.0, 630.0, 581.0]",plastic,3
batch_6/000046.JPG,59,"[494.0, 2110.0, 20.0, 40.0]",trash,5
batch_12/000059.jpg,39,"[1772.0, 634.0, 104.0, 115.0]",plastic,3
batch_8/000036.jpg,6,"[646.0, 444.9999999999999, 603.0, 465.9999999999998]",glass,1
batch_4/000003.JPG,7,"[840.0, 1028.0, 159.0, 158.0]",plastic,3
batch_3/IMG_4971.JPG,7,"[1068.0, 2512.0, 216.0, 235.0]",plastic,3
batch_10/000049.jpg,39,"[955.0, 1790.0, 83.0, 83.0]",plastic,3
batch_6/000102.JPG,11,"[1467.0, 1439.0, 75.0, 121.0]",special,4
batch_12/000028.jpg,55,"[2579.0, 4651.0, 409.0, 227.0]",plastic,3
batch_2/000005.JPG,18,"[22.0, 1565.0, 1014.0, 1609.0]",paper,2
batch_8/000065.jpg,9,"[995.0, 2248.0, 221.0, 327.0]",glass,1
batch_7/000051.JPG,55,"[599.0, 2068.0, 104.0, 106.0]",plastic,3
batch_5/000055.JPG,20,"[876.0, 794.0, 307.0, 445.0]",paper,2
batch_8/000023.jpg,6,"[397.0, 592.9999999999999, 94.99999999999994, 134.0]",glass,1
batch_7/000013.JPG,0,"[1342.0, 1050.0, 327.0, 239.0]",plastic,3
batch_12/000042.jpg,7,"[1172.0, 2272.0, 413.0, 435.0]",plastic,3
batch_10/000036.jpg,59,"[1386.0, 2630.0, 40.0, 27.0]",trash,5
batch_10/000014.jpg,31,"[2666.0, 1086.0, 92.0, 45.0]",trash,5
batch_2/000054.JPG,37,"[811.0, 1710.0, 748.0, 762.0]",plastic,3
batch_14/000081.jpg,6,"[2002.0, 1950.0, 1020.0, 1064.0]",glass,1
batch_9/000080.jpg,59,"[278.0, 2497.0, 51.0, 26.0]",trash,5
batch_12/000047.jpg,21,"[1532.0, 1051.0, 79.0, 109.0]",plastic,3
